Numero;categoria
8625;['HOMENAGEM']
8626;['LICITAÇÃO']
8630;['ATO INTERNACIONAL']
8628;['HOMENAGEM']
8631;['ORÇAMENTO', 'EMPRESA ESTATAL']
8632;['ORÇAMENTO', 'EMPRESA ESTATAL']
8627;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8629;['POLITICA DE SANEAMENTO BASICO', 'SAUDE PUBLICA']
8623;['ATO INTERNACIONAL']
8618;['POLITICA SALARIAL']
8619;['POLITICA SOCIAL', 'EDUCAÇÃO']
8620;['POLITICA CULTURAL', 'CINEMA']
8617;['POLITICA ECONOMICO FINANCEIRA', 'PROGRAMA DE DESENVOLVIMENTO']
8622;['ATO INTERNACIONAL']
8616;['DIVIDA PUBLICA', 'FINANÇAS PUBLICAS']
8621;['ATO INTERNACIONAL']
8624;['ATO INTERNACIONAL']
8615;['POLITICA PENITENCIARIA']
8614;['SEGURANÇA PUBLICA', 'TRANSITO', 'FISCALIZAÇÃO']
8611;['POLITICA CULTURAL']
8613;['POLITICA AGRICOLA']
8612;['SAUDE PUBLICA']
8594;['LEI DE RETRIBUIÇÃO NO EXTERIOR  (LRE)', 'REGULAMENTO']
8602;['ATO INTERNACIONAL']
8601;['ATO INTERNACIONAL']
8597;['TRIBUTOS']
8607;['ATO INTERNACIONAL']
8603;['ATO INTERNACIONAL']
8608;['ATO INTERNACIONAL']
8610;['ATO INTERNACIONAL']
8599;['ATO INTERNACIONAL']
8600;['ATO INTERNACIONAL']
8609;['ATO INTERNACIONAL']
8598;['ATO INTERNACIONAL']
8604;['ATO INTERNACIONAL']
8605;['ATO INTERNACIONAL']
8606;['ATO INTERNACIONAL']
8595;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8596;['ATO INTERNACIONAL']
8593;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8591;['SAUDE PUBLICA']
8592;['SAUDE PUBLICA', 'INSPEÇÃO SANITARIA']
8589;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8590;['EXECUTIVO', 'ADMINISTRAÇÃO INDIRETA']
8588;['EXECUTIVO', 'PESSOAL']
8587;['SAUDE PUBLICA', 'ENSINO SUPERIOR']
8586;['POLITICA FUNDIARIA', 'UNIÃO FEDERAL', 'IMOVEL']
8585;['SERVIÇO MILITAR']
8584;['EDUCAÇÃO', 'FINANÇAS']
