Numero;categoria
4946;['POLITICA CIENTIFICA E TECNOLOGICA']
4944;['TRIBUTOS']
4943;['SALARIO EDUCAÇÃO']
4942;['PREVIDENCIA SOCIAL', 'PREVIDENCIA PRIVADA']
4945;['POLITICA CULTURAL']
4939;['ADMINISTRAÇÃO FEDERAL']
4941;['ADMINISTRAÇÃO FEDERAL', 'PESSOAL']
4938;['UNIÃO FEDERAL', 'ORÇAMENTO']
4937;['MEDICAMENTOS']
4940;['TRIBUTOS']
4936;['UNIÃO FEDERAL', 'ORÇAMENTO']
4934;['ATIVIDADE PORTUARIA']
4929;['COMERCIO EXTERIOR']
4928;['LEGISLAÇÃO TRIBUTARIA']
4930;['EXECUTIVO', 'PESSOAL']
4932;['POLITICA ENERGETICA']
4927;['MEIO AMBIENTE', 'ECOLOGIA']
4933;['COMISSÃO DE VALORES MOBILIARIOS', 'ORGANIZAÇÃO ADMINISTRATIVA']
4935;['ENSINO SUPERIOR']
4931;['EXECUTIVO', 'PESSOAL']
4926;['UNIÃO FEDERAL', 'ORÇAMENTO']
4924;['LEGISLAÇÃO TRIBUTARIA']
4925;['DESENVOLVIMENTO ECONOMICO', 'INDUSTRIA NACIONAL']
4923;['ADMINISTRAÇÃO PUBLICA']
4922;['PRODUTO AGRICOLA', 'PREÇO MINIMO']
4920;['POLITICA CULTURAL', 'CINEMA']
4919;['DISCRIMINAÇÃO RACIAL']
4921;['ATO INTERNACIONAL']
4918;['POLITICA HABITACIONAL']
4915;['ADMINISTRAÇÃO FEDERAL', 'ARQUIVO PUBLICO']
4917;['EMPRESA ESTATAL', 'GASTOS PUBLICOS']
4916;['EMPRESA ESTATAL', 'GASTOS PUBLICOS']
4914;['ENSINO SUPERIOR']
4913;['UNIÃO FEDERAL', 'ORÇAMENTO']
4912;['CENTRAIS ELETRICAS BRASILEIRAS S/A  (ELETROBRAS)', 'ESTATUTO']
4911;['ATO INTERNACIONAL']
4910;['EXECUTIVO', 'PESSOAL']
4909;['ATO INTERNACIONAL']
4908;['EXECUTIVO', 'PESSOAL']
4906;['EXECUTIVO', 'PESSOAL']
4907;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
4904;['INDULTO']
4903;['EXECUTIVO', 'PESSOAL']
4905;['RELAÇÕES INTERNACIONAIS']
4902;['TRIBUTOS']
4901;['POLITICA TECNOLOGICA', 'TECNOLOGIA DIGITAL']
4898;['EMPRESA PUBLICA']
4899;['ELETROBRAS TERMONUCLEAR S.A.  (ELETRONUCLEAR)', 'ESTATUTO']
4900;['REGISTRO CONTABIL', 'ORÇAMENTO']
4897;['ANISTIA']
4892;['POLITICA FUNDIARIA']
4896;['ADMINISTRAÇÃO FEDERAL']
4893;['EXECUTIVO', 'PESSOAL']
4895;['AQUICULTURA']
4894;['UNIÃO FEDERAL', 'ORÇAMENTO']
4891;['EMPRESA BRASILEIRA DE COMUNICAÇÃO S/A  (RADIOBRAS)', 'ESTATUTO']
4890;['POLITICA CULTURAL']
4883;['IMOVEL', 'QUILOMBOS']
4887;['IMOVEL', 'QUILOMBOS']
4885;['DISCRIMINAÇÃO RACIAL']
4884;['ADMINISTRAÇÃO FEDERAL']
4889;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
4886;['DISCRIMINAÇÃO RACIAL']
4888;['BIBLIOTECA NACIONAL  (BN)', 'ESTATUTO']
4879;['EXERCITO', 'ORGANIZAÇÃO ADMINISTRATIVA']
4881;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
4882;['PREVIDENCIA SOCIAL']
4880;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
4878;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
4877;['DIRETRIZES E BASES', 'ENSINO SUPERIOR']
4876;['ENSINO SUPERIOR']
4873;['ENERGIA ELETRICA', 'POLITICA SOCIAL']
4875;['ENSINO SUPERIOR', 'DESENVOLVIMENTO CIENTIFICO']
4874;['PREVIDENCIA SOCIAL', 'REGULAMENTO']
4871;['MEIO AMBIENTE', 'POLUIÇÃO MARINHA']
4872;['SEGURANÇA NACIONAL']
4870;['LEGISLAÇÃO TRABALHISTA']
4869;['FORÇAS ARMADAS', 'TERRA PUBLICA', 'IMOVEL']
4865;['ATO INTERNACIONAL']
4868;['EXECUTIVO', 'PESSOAL']
4867;['FORÇAS ARMADAS', 'SERVIÇO MILITAR']
4866;['EXECUTIVO', 'PESSOAL']
4864;['MEIO AMBIENTE', 'ECOLOGIA']
4863;['VIA PUBLICA']
4862;['PREVIDENCIA SOCIAL', 'REGULAMENTO']
4861;['ENSINO FUNDAMENTAL']
4860;['TELECOMUNICAÇÃO', 'SEGURANÇA PUBLICA']
4859;['LEGISLAÇÃO TRIBUTARIA']
4858;['POLITICA CULTURAL', 'CINEMA']
4857;['COMERCIO EXTERIOR']
4855;['ENERGIA ELETRICA']
4856;['EMPRESA DE TRANSPORTE AEREO']
4854;['POLITICA RURAL', 'DESENVOLVIMENTO RURAL']
4853;['EXERCITO', 'REGULAMENTO', 'PROMOÇÃO']
