Numero;categoria
7880;['EXECUTIVO', 'ADMINISTRAÇÃO INDIRETA']
7883;['ORÇAMENTO', 'EMPRESA ESTATAL']
7882;['PRODUÇÃO INDUSTRIAL', 'PAPEL']
7881;['EMPRESA ESTATAL', 'CAPITAL SOCIAL']
7877;['TRIBUTOS']
7874;['POLITICA CULTURAL']
7876;['EXECUTIVO', 'PESSOAL']
7875;['ATO INTERNACIONAL']
7879;['TRIBUTOS']
7878;['TRIBUTOS']
7873;['SISTEMA PENITENCIARIO']
7872;['POLITICA SALARIAL']
7871;['TRANSPORTE']
7867;['ORÇAMENTO', 'EMPRESA ESTATAL']
7870;['TRIBUTOS']
7866;['ADMINISTRAÇÃO FEDERAL', 'ORÇAMENTO']
7865;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7868;['POLITICA ECONOMICO FINANCEIRA', 'PROGRAMA DE DESENVOLVIMENTO']
7864;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7869;['ATO INTERNACIONAL']
7863;['AGENCIA REGULADORA', 'ORGANIZAÇÃO ADMINISTRATIVA']
7862;['EXECUTIVO', 'DELEGAÇÃO DE COMPETENCIA']
7856;['POLITICA ECONOMICO FINANCEIRA', 'PROGRAMA DE DESENVOLVIMENTO']
7861;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7860;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7857;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7858;['ATO INTERNACIONAL']
7859;['ATO INTERNACIONAL']
7855;['EDUCAÇÃO']
7853;['POLITICA CAMBIAL', 'TRIBUTOS']
7854;['TRIBUTOS']
7851;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
7850;['POLITICA ENERGETICA']
7852;['POLITICA SOCIAL']
7849;['EXECUTIVO', 'PESSOAL']
7847;['UNIÃO FEDERAL', 'ORÇAMENTO']
7846;['COMISSÃO ESPECIAL', 'PESSOAL']
7848;['REPRESENTAÇÃO EXTERNA']
7845;['TRANSPARENCIA ADMINISTRATIVA', 'DOCUMENTO PUBLICO']
7844;['TRIBUTOS', 'CALAMIDADE PUBLICA']
7843;['COMPRAS PUBLICAS']
7841;['COMPRAS PUBLICAS']
7840;['COMPRAS PUBLICAS', 'AGRICULTURA']
7842;['ATO INTERNACIONAL']
7836;['POLITICA ECONOMICO FINANCEIRA', 'PROGRAMA DE DESENVOLVIMENTO']
7838;['POLITICA SOCIO ECONOMICA', 'DESENVOLVIMENTO REGIONAL']
7837;['POLITICA AGRICOLA']
7839;['POLITICA SOCIO ECONOMICA', 'DESENVOLVIMENTO REGIONAL']
7835;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7834;['TRIBUTOS']
7832;['TRIBUTOS', 'POLITICA ENERGETICA']
7833;['SEGUROS']
7831;['ATO INTERNACIONAL']
7829;['DEFESA DO CONSUMIDOR']
7830;['CODIGO FLORESTAL', 'POLITICA DO MEIO AMBIENTE']
7827;['SAUDE PUBLICA', 'POLITICA ORÇAMENTARIA']
7828;['TRIBUTOS']
7826;['HORARIO DE VERÃO']
7824;['POLITICA EDUCACIONAL', 'POLITICA SOCIAL']
7825;['POLITICA HABITACIONAL']
7823;['POLITICA SOCIAL', 'ESPORTE']
7822;['CONCESSÃO HONORIFICA']
7821;['ATO INTERNACIONAL']
7820;['TRIBUTOS']
7819;['POLITICA INDUSTRIAL', 'TRIBUTOS']
7816;['COMPRAS PUBLICAS']
