Numero;categoria
9659;['DIPLOMACIA']
9658;['ATO INTERNACIONAL']
9657;['DESAPROPRIAÇÃO']
9652;['SISTEMA FINANCEIRO NACIONAL']
9644;['ATO INTERNACIONAL']
9648;['EXECUTIVO', 'PESSOAL']
9654;['TELECOMUNICAÇÃO']
9641;['POLITICA ENERGETICA']
9647;['SEGURANÇA PUBLICA']
9656;['ADMINISTRAÇÃO PUBLICA', 'DIREITOS HUMANOS']
9650;['ATO INTERNACIONAL']
9655;['ATO INTERNACIONAL']
9653;['SISTEMA FINANCEIRO NACIONAL']
9646;['ORÇAMENTO']
9649;['ATO INTERNACIONAL']
9645;['DEFESA NACIONAL', 'AVIAÇÃO']
9651;['SISTEMA FINANCEIRO NACIONAL']
9643;['ATO INTERNACIONAL']
9642;['ENERGIA ELETRICA']
9640;['POLITICA DO MEIO AMBIENTE']
9630;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'SEGURANÇA PUBLICA']
9636;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
9631;['ESTRANGEIRO']
9637;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
9639;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
9634;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
9629;['POLITICA ECONOMICO FINANCEIRA']
9638;['MEIO AMBIENTE']
9628;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
9632;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
9633;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
9635;['ATO INTERNACIONAL']
9619;['TELECOMUNICAÇÃO']
9620;['DIREITOS', 'IDOSO']
9622;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
9625;['TELECOMUNICAÇÃO']
9623;['SEGURANÇA PUBLICA']
9627;['TELECOMUNICAÇÃO']
9624;['TELECOMUNICAÇÃO']
9626;['TELECOMUNICAÇÃO']
9621;['SAUDE PUBLICA']
9617;['EDUCAÇÃO', 'DEFESA NACIONAL']
9618;['POLITICA CULTURAL']
9613;['COMERCIO EXTERIOR']
9614;['DIREITOS HUMANOS']
9612;['TELECOMUNICAÇÃO']
9616;['POLITICA ENERGETICA']
9615;['ORÇAMENTO']
9611;['ORÇAMENTO']
9610;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
9609;['SEGURANÇA PUBLICA']
9608;['ATO INTERNACIONAL']
9607;['DEFESA NACIONAL', 'SEGURANÇA PUBLICA']
