Numero;categoria
8180;['UNIÃO FEDERAL', 'RECURSOS FINANCEIROS']
8179;['FINANCIAMENTO', 'REFORMA AGRARIA']
8175;['POLITICA MONETARIA', 'TRIBUTOS']
8178;['POLITICA FUNDIARIA', 'OPERAÇÃO FINANCEIRA']
8176;['POLITICA CULTURAL']
8177;['POLITICA FUNDIARIA', 'OPERAÇÃO FINANCEIRA']
8174;['ORÇAMENTO', 'EMPRESA ESTATAL']
8173;['PROGRAMA DE DESENVOLVIMENTO']
8172;['SISTEMA PENITENCIARIO']
8167;['COMPRAS PUBLICAS']
8169;['TRIBUTOS']
8170;['COMPRAS PUBLICAS']
8171;['COMPRAS PUBLICAS']
8164;['TRIBUTOS']
8168;['TRIBUTOS']
8165;['POLITICA MONETARIA', 'TRIBUTOS']
8166;['POLITICA SALARIAL']
8163;['POLITICA SOCIAL']
8155;['EMPRESA ESTATAL', 'MATERIAL BELICO']
8159;['ORÇAMENTO', 'EMPRESA ESTATAL']
8161;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8156;['EXECUTIVO', 'PESSOAL']
8157;['EXECUTIVO', 'ADMINISTRAÇÃO PUBLICA']
8158;['EXECUTIVO', 'PESSOAL']
8160;['FORÇAS ARMADAS', 'PESSOAL']
8162;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8154;['POLITICA SOCIAL', 'ORGANIZAÇÃO ADMINISTRATIVA']
8153;['DEFESA', 'TELECOMUNICAÇÃO']
8152;['POLITICA ECONOMICO FINANCEIRA', 'PROGRAMA DE DESENVOLVIMENTO']
8151;['PRESIDENCIA DA REPUBLICA', 'ORGANIZAÇÃO ADMINISTRATIVA']
8150;['EXECUTIVO', 'PESSOAL']
8149;['SEGURANÇA PUBLICA']
8147;['EXECUTIVO', 'PESSOAL']
8148;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8146;['POLITICA INDUSTRIAL']
8145;['PREVIDENCIA SOCIAL', 'REGULAMENTO']
8144;['PROGRAMA DE DESENVOLVIMENTO']
8143;['UNIÃO FEDERAL', 'ORÇAMENTO']
8142;['ENSINO SUPERIOR']
8141;['POLITICA DE SANEAMENTO BASICO']
8140;['ATO INTERNACIONAL']
8139;['TELECOMUNICAÇÃO']
8137;['ATO INTERNACIONAL']
8138;['POLITICA FISCAL', 'REGIME ADUANEIRO']
8136;['POLITICA SOCIAL']
8135;['COMUNICAÇÃO DE DADOS', 'LICITAÇÃO']
8133;['SAUDE PUBLICA']
8134;['EMPRESA PUBLICA', 'ORGANIZAÇÃO ADMINISTRATIVA']
8130;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
8132;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8131;['POLITICA SOCIAL', 'MULHER']
8129;['POLITICA DE TRANSPORTES', 'TRANSPORTE FERROVIARIO']
